City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1203,Manalongon,PH,81.79,broken clouds,9.2209,122.88600000000001,Salop sa Payag
1206,Champerico,GT,80.78,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
1208,Tutoia,BR,76.19,overcast clouds,-2.7619,-42.2744,Pousada Guará's
1215,Ormara,PK,87.89,clear sky,25.2088,64.6357,Kenara Colony house for Rent
1222,Blora,ID,78.91,broken clouds,-6.9698,111.4186,Hotel Adhi Jaya
1226,Mayor Pablo Lagerenza,PY,78.21,clear sky,-19.9309,-60.7718,
1229,Thinadhoo,MV,82.71,clear sky,0.5333,72.9333,
1230,Maicao,CO,76.84,overcast clouds,11.3832,-72.2432,Hotel Sancho
1231,Kloulklubed,PW,79.3,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
1234,Kieta,PG,80.51,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
1239,Bani Walid,LY,85.66,scattered clouds,31.7566,13.9942,منزل مفتاح محمد الزلبي
1243,Panji,ID,79.32,broken clouds,-7.7253,114.0995,Rumah eni
1245,Perth,AU,75.33,broken clouds,-31.9333,115.8333,Quest on Rheola
1257,Catumbela,AO,80.71,overcast clouds,-12.4314,13.5472,Hotel Do Kamgamba
1260,Natal,BR,79.02,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
1262,Ritchie,ZA,83.41,scattered clouds,-29.038,24.6028,Riverside Country Club Modderrivier
1266,Moranbah,AU,77.99,clear sky,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
1267,Gambiran,ID,78.73,scattered clouds,-6.7988,111.4951,GUBUK KU
1268,Santa Marta,CO,76.78,broken clouds,11.2408,-74.199,Hotel La Ballena Azul
1271,Chinhoyi,ZW,77.7,scattered clouds,-17.3667,30.2,Msasa Guest House Chinhoyi (Wendy Shaw)
1275,Bandundu,CD,86.85,broken clouds,-3.3167,17.3667,Coja Color
1281,Takaungu,KE,88.29,broken clouds,-3.6837,39.8566,Takaungu House
1293,Podor,MR,82.35,clear sky,16.6527,-14.9587,Auberge Du Tékrour
1302,Pundaguitan,PH,82.4,clear sky,6.3711,126.1689,Leonardo Family Beach House 1
1304,Awallan,PH,77.13,few clouds,17.9244,121.913,Bunuga Baggao Cagayan
1308,Moindou,NC,80.42,clear sky,-21.6924,165.67700000000002,Equi-lodge de Moindou
1309,Cuamba,MZ,78.76,light rain,-14.8031,36.5372,Hotel Vision
1310,Gweru,ZW,81.82,clear sky,-19.45,29.8167,Suskwe Lodges
1314,Tagusao,PH,80.64,overcast clouds,9.1924,117.8141,Green Villa beach resort
1315,Hun,LY,87.26,clear sky,29.1268,15.9477,Alrwasi Hotel
1318,Varzea Da Palma,BR,76.03,clear sky,-17.5981,-44.7308,Casa Fernandes
1320,Yei,SS,86.65,overcast clouds,4.095,30.6779,City Link Hotel
1326,Acurenam,GQ,88.84,broken clouds,1.0322,10.6488,
1333,Coron,PH,80.98,overcast clouds,11.9986,120.2043,Coron Westown Resort
1336,Mathathane,BW,82.81,clear sky,-22.2687,28.7495,Selepswe Resort
1338,Jadu,LY,85.69,overcast clouds,31.953000000000003,12.0261,امياس للصرافة
1339,Dwarka,IN,83.08,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
1340,Ankazoabo,MG,89.56,clear sky,-22.2833,44.5167,ENCEIN BUREAU CISCO
1341,Riohacha,CO,76.42,broken clouds,11.5444,-72.9072,Hotel Taroa
1348,Tripoli,LY,77.0,overcast clouds,32.8752,13.1875,Al Waddan Hotel
1352,Bireun,ID,82.8,scattered clouds,5.202999999999999,96.7009,Rumah Bp.AR. ISMAIL
1354,Jeremie,HT,76.8,broken clouds,18.65,-74.1167,Auberge’Inn
1355,Malabo,GQ,87.66,few clouds,3.75,8.7833,Magno Suites
1370,Palimbang,PH,79.93,scattered clouds,6.2106,124.1894,Felmar Beach resort
1373,Sao Luis,BR,77.2,scattered clouds,-2.5297,-44.3028,Solar das Pedras Hostel
1381,Phon,TH,89.11,overcast clouds,15.815999999999999,102.5998,Baan Kru Tum Chiang Khan
1385,Pedasi,PA,77.07,broken clouds,7.5333,-80.0333,
1390,Demba,CD,76.24,overcast clouds,-5.51,22.2667,Guest House Du Cinquantenaire
1396,Singapore,SG,86.2,scattered clouds,1.2897,103.8501,The Fullerton Hotel Singapore
1398,Kalabo,ZM,76.44,light rain,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
1405,Vryburg,ZA,81.64,clear sky,-26.9566,24.7284,The Times Premier Lodge
1412,Amboasary,MG,83.93,clear sky,-25.0333,46.3833,Le Bon Samaritain
1414,Katiola,CI,84.83,scattered clouds,8.1333,-5.1,Auberge Residence Yebin
1416,Pringsewu,ID,76.26,broken clouds,-5.3582,104.9744,Urban Style by Front One
1422,Kampong Chhnang,KH,89.55,scattered clouds,12.1667,104.55,ផ្ទះសំណាក់ហេងស្រស់
1424,Esna,EG,87.82,few clouds,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
1425,Cartagena,CO,76.62,clear sky,10.3997,-75.5144,Hotel Colombia Real - Cartagena
1427,Lumphat,KH,83.01,overcast clouds,13.4878,106.9816,Lumphat Homestay​ &​lake​side
1430,Jibuti,DJ,86.67,few clouds,11.5,42.5,Orchid Main Camp Goubet
1431,Shakiso,ET,83.95,few clouds,5.75,38.9167,Bealu Girma Hottel
1434,Rabaul,PG,81.84,overcast clouds,-4.1967,152.1721,Rabaul Hotel
1436,Pizarro,CO,75.49,light rain,4.9533,-77.366,Hotel Limonar
1441,Sulangan,PH,82.53,clear sky,11.1373,123.7228,Maia's Beach Resort
1453,Aitape,PG,80.01,overcast clouds,-3.1374,142.3475,
1455,Kerema,PG,79.75,light rain,-7.9631,145.7785,Frena Lodge
1464,Banyuwangi,ID,78.89,broken clouds,-8.2325,114.3576,Dannu's Homestay
1466,Potchefstroom,ZA,81.45,scattered clouds,-26.7167,27.1,Melrose Place Guestrooms
1468,Farafangana,MG,79.34,light rain,-22.8167,47.8333,Miarina
1474,Manono,CD,79.23,overcast clouds,-7.3,27.4167,Hotel hewa bora
1476,Tiarei,PF,78.82,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
1481,Kralendijk,BQ,78.78,few clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
1484,Kharan,PK,81.79,clear sky,28.5833,65.4167,Dil Aram Bangla
1498,Sao Raimundo Nonato,BR,78.78,overcast clouds,-9.0153,-42.6994,Real Hotel
1499,Genteng,ID,76.48,broken clouds,-8.3667,114.15,Guesthouse Vian Audi
1503,Bairiki,KI,80.6,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
1513,Sibolga,ID,81.7,scattered clouds,1.7427,98.7792,
1515,Gladstone,AU,76.93,light rain,-23.85,151.25,Highpoint International Hotel
1519,Noumea,NC,84.18,clear sky,-22.2763,166.4572,
1525,Monrovia,LR,87.57,broken clouds,6.3005,-10.7969,Sunset Inn
1526,Katakwi,UG,80.44,broken clouds,1.8911,33.9661,Ebenezer Guest House
1529,Juba,SS,87.49,overcast clouds,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
1530,Zvishavane,ZW,82.58,clear sky,-20.3267,30.0665,Hotel Boutique Runde
1534,Puri,IN,88.32,broken clouds,19.8,85.85,
1537,Darab,IR,80.4,clear sky,28.7519,54.5444,
1539,Puro,PH,82.33,few clouds,12.4841,123.3827,
1540,Lagos,NG,89.92,light rain,6.5833,3.75,
1543,Phangnga,TH,86.04,scattered clouds,8.4509,98.5298,Sunimit Mansion
1545,Cairns,AU,78.06,few clouds,-16.9167,145.7667,Mantra Trilogy Cairns
1548,Loandjili,CG,86.11,scattered clouds,-4.7561,11.8578,Résidence ARCHANGE
1550,Santa Rosa,PH,87.12,broken clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
1555,George Town,MY,89.53,scattered clouds,5.4112,100.3354,Cititel Penang
1558,Ponorogo,ID,79.23,light rain,-7.8685,111.462,OYO 1190 Ndalem Katong Residence
1561,Phalaborwa,ZA,83.48,clear sky,-23.943,31.1411,Bothabelo Bed and Breakfast
1567,Suba,PH,83.8,clear sky,10.8438,121.0102,Jarnchi Pension House
1581,Galesong,ID,82.42,overcast clouds,-5.3166,119.3661,Sapriadi Appy
1582,Kawalu,ID,75.09,moderate rain,-7.3817,108.2082,West Jontor
1583,Nossa Senhora Da Gloria,BR,78.42,broken clouds,-10.2183,-37.4203,Augustu's Hotel
1585,Rio Claro,BR,75.4,clear sky,-22.4114,-47.5614,Hotel Vivendas Rio Claro by Atlantica
1587,Lashio,MM,79.14,broken clouds,22.9333,97.75,Hotel CF Lashio - Burmese Only
1588,Mbandaka,CD,81.7,broken clouds,0.0487,18.2603,Guest House Epervier
1593,Marondera,ZW,75.74,few clouds,-18.1853,31.5519,HopeFay Conference Centre
1594,Prado,BR,78.87,broken clouds,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
1596,Bundaberg,AU,77.22,clear sky,-24.85,152.35,Takalvan Motel
1599,Araceli,PH,82.99,broken clouds,10.5529,119.9913,JBryan Traveler's Inn
1601,Tubalan,PH,81.45,scattered clouds,6.495,125.5661,Maldives tubalan malita davao occidental
1605,Basag,PH,76.28,broken clouds,8.9247,125.6178,Gents Dormitory
1606,Trinidad,BO,76.98,broken clouds,-14.8333,-64.9,Hotel Piesta
1608,Sompeta,IN,87.6,broken clouds,18.9333,84.6,బెంకిలి భైరొడమ్మ క్రికెట్ గ్రౌండ్
1609,Coruripe,BR,82.13,broken clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
1612,Quballat,TN,75.49,overcast clouds,36.5418,9.6633,
1619,Luwuk,ID,78.6,broken clouds,-0.9516,122.7875,Hotel Santika Luwuk
1620,Harnai,PK,88.29,clear sky,30.1005,67.9374,Shah g hotel and restaurant
1622,Manyana,BW,85.17,few clouds,-23.4,21.7167,
1625,Bure,ET,84.34,scattered clouds,10.7,37.0667,Holiday
1627,Mehran,IR,83.44,clear sky,33.1222,46.1646,بوتیک زنانه بهار
1629,Barra,BR,80.11,overcast clouds,-11.0894,-43.1417,Motel Albatroz
1632,Cukai,MY,89.55,few clouds,4.25,103.4167,OYO 90038 Dalyla Inn Chalet
1634,Caluquembe,AO,77.05,clear sky,-13.7833,14.6833,Hotel Kalukembe
1639,Bignona,SN,80.64,clear sky,12.8103,-16.2264,Hôtel Palmier
1653,Baculin,PH,78.49,broken clouds,7.4525,126.5842,Baculin Cove Beach Resort
1654,Yafran,LY,83.53,overcast clouds,32.0633,12.5286,بيوت الشباب بيفرن
1656,Mutoko,ZW,76.32,few clouds,-17.397000000000002,32.2268,Mutoko Hotel
1659,Alyangula,AU,75.07,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
1661,Ntoum,GA,85.77,broken clouds,0.3833,9.7833,Hôtel Santa Barbara
1677,Imbituba,BR,76.82,broken clouds,-28.24,-48.6703,Praia Hotel Imbituba
1681,Luena,AO,75.38,broken clouds,-11.7833,19.9167,Hotel Kandamba
1682,Minuri,PH,75.6,scattered clouds,16.535,121.8574,
1683,Mackay,AU,76.98,clear sky,-21.15,149.2,International Lodge Motel
1692,Alepe,CI,89.47,broken clouds,5.5004,-3.6631,BENENE 1
1694,Bitung,ID,79.65,broken clouds,1.4451,125.1824,K2 Lembeh
1695,Sao Desiderio,BR,76.44,overcast clouds,-12.3633,-44.9733,Pousada do Luizão
1704,Moroto,UG,85.14,overcast clouds,2.5345,34.6666,"Kara-Tunga, Karamoja Safari Camp"
1708,Magdalena,PH,83.35,broken clouds,14.1999,121.429,Samparada & Gestiada Residences
1709,Sungai Besar,MY,82.58,heavy intensity rain,3.6746,100.9867,NIDA Rooms Sabak Bernam Comfort
1711,Balabac,PH,82.26,broken clouds,7.9868,117.0645,Batalla’s Lodging House
1719,Rudbar,AF,76.41,clear sky,30.15,62.6,
1723,Beira,MZ,84.29,few clouds,-19.8436,34.8389,Beira Terrace Hotel
