City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
647,Pemangkat,ID,84.67,broken clouds,1.1667,108.9667,Ramah Kost KITA
649,Tezu,IN,87.1,overcast clouds,27.9167,96.1667,Circuit House
656,Grand-Lahou,CI,85.17,light rain,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
657,Yeppoon,AU,80.38,scattered clouds,-23.1333,150.7333,Villa Mar Colina
659,Maningrida,AU,83.61,broken clouds,-12.0667,134.2667,Dhukurrdji Lodge
661,Yangambi,CD,81.0,overcast clouds,0.8102,24.4336,
663,Pangkalanbuun,ID,84.94,light rain,-2.6833,111.6167,Grand Kecubung Hotel
664,Negombo,LK,84.99,few clouds,7.2083,79.8358,Hotel Sunset Beach
671,Inhambane,MZ,87.78,scattered clouds,-23.865,35.3833,Oceano
672,Luganville,VU,80.06,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
674,Song Phi Nong,TH,89.15,overcast clouds,14.2241,100.0209,แฮปปี้เฮ้าส์ รีสอร์ท
675,Boa Vista,BR,75.18,clear sky,2.8197,-60.6733,Aipana Plaza Hotel
676,Merauke,ID,80.65,overcast clouds,-8.4667,140.3333,
680,Safaga,EG,79.65,clear sky,26.7292,33.9365,Lamar Resort Abu Soma
683,Simpang,ID,81.01,broken clouds,-1.2667,104.0833,
686,Ghanzi,BW,85.41,scattered clouds,-21.5667,21.7833,Ghanzi Farmhouse
687,Martapura,ID,87.89,moderate rain,-3.4167,114.85,Montana Hotel Syariah
689,Kimbe,PG,77.76,overcast clouds,-5.5502,150.1429,Kimbe Bay Hotel
691,Port Moresby,PG,78.22,scattered clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
708,Oistins,BB,75.29,broken clouds,13.0667,-59.5333,Butterfly Beach Hotel
710,Phuthaditjhaba,ZA,77.4,scattered clouds,-28.5242,28.8158,Ebenezer Lodge and Conference
712,Panacan,PH,80.91,overcast clouds,9.2463,118.4082,Mom's Place Resort
717,Denpasar,ID,83.86,few clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
718,Majene,ID,80.33,broken clouds,-3.5403,118.9707,Kost Putri RABBANI
721,Sungairaya,ID,82.22,broken clouds,0.7,108.9,Rumah Kuku Moimoi Shelly
722,Bunga,PH,79.25,scattered clouds,11.4838,124.5918,Bunga Prime Resort
724,Sinnamary,GF,76.69,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
726,The Valley,AI,77.09,broken clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
728,Kokopo,PG,79.3,overcast clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
733,Tabou,CI,83.16,light rain,4.423,-7.3528,hotêl doufoulougou
734,Poum,NC,82.18,clear sky,-20.2333,164.0167,
743,Mopipi,BW,85.42,clear sky,-21.1833,24.8833,
744,Mamou,GN,89.65,clear sky,10.5,-12.0,
745,Kalmunai,LK,84.54,few clouds,7.4167,81.8167,VS Villa
749,Bandarbeyla,SO,83.75,few clouds,9.4942,50.8122,JABIR HOTEL
755,Libreville,GA,86.02,few clouds,0.3925,9.4537,Le Méridien Re-Ndama
757,Kulhudhuffushi,MV,83.71,clear sky,6.6221,73.07,Haajy Guest House 1
762,Puerto Rondon,CO,75.38,broken clouds,6.2805,-71.1,Urbanización Santa Clara
765,Aden,YE,82.18,clear sky,12.7794,45.0367,Sama Emirate Hotel
768,Manaus,BR,75.69,broken clouds,-3.1019,-60.025,Manaus Hotéis Millennium
772,Saint-Joseph,RE,82.78,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
775,Palauig,PH,82.13,scattered clouds,15.435,119.9045,Alperi Botique Resort
777,Banjar,ID,79.14,broken clouds,-8.19,114.9675,The Hamsa Resort
784,Alofi,NU,78.69,overcast clouds,-19.0595,-169.9187,Taloa Heights
787,Hobyo,SO,85.91,few clouds,5.3505,48.5268,Iftin hotel hobyo
796,Roebourne,AU,85.71,light rain,-20.7833,117.1333,Latitude20 Roebourne Village
799,Grand Baie,MU,77.45,light rain,-20.0182,57.5802,Trou aux Biches Beachcomber Golf Resort & Spa
801,Bubaque,GW,77.67,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
803,Namatanai,PG,80.8,broken clouds,-3.6667,152.4333,Seagulls Inn Namatani
806,Doha,QA,86.31,clear sky,25.2867,51.5333,Movenpick Hotel Doha
810,Ende,ID,78.49,light rain,-8.8432,121.6623,Dwi Putra Hotel - Ende
812,Namwala,ZM,78.96,scattered clouds,-15.7504,26.4384,Corner Point Lodge
818,Panubigan,PH,81.03,scattered clouds,7.4281,123.3466,Parish Beach
819,Passo De Camaragibe,BR,76.55,overcast clouds,-9.2368,-35.4901,Chácara vovó candinha
825,Beitbridge,ZW,85.24,clear sky,-22.2167,30.0,Beitbridge Express Hotel
826,Puerto Colombia,CO,78.89,broken clouds,10.9878,-74.9547,Hotel El Emigrante
827,Kirakira,SB,80.85,light rain,-10.4544,161.9205,SanBiz Lodge
829,Pokhara,NP,81.88,broken clouds,28.2333,83.9833,OYO 170 Hotel View Point
830,Qui Nhon,VN,76.93,overcast clouds,13.7667,109.2333,Khách sạn Hải Âu Quy Nhơn - Seagull Hotel
831,Nabire,ID,79.11,broken clouds,-3.3667,135.4833,Hotel Nusantara I
834,Carmen,MX,75.63,clear sky,18.6333,-91.8333,Hotel Lossandes
837,Waingapu,ID,79.29,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
838,Palu,ID,77.5,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
842,Sesheke,ZM,81.88,broken clouds,-17.4759,24.2968,Protea Hotel by Marriott Zambezi River Lodge
844,Mumford,GH,83.79,broken clouds,5.2618,-0.759,Spanish Villa
856,Oranjestad,AW,78.75,few clouds,12.524000000000001,-70.027,Divi Village Golf & Beach Resort
858,Dhidhdhoo,MV,83.86,clear sky,6.8833,73.1,Dhidhoo beach
861,Gamba,GA,85.23,scattered clouds,-2.65,10.0,
864,Atar,MR,79.32,overcast clouds,20.5169,-13.0499,Oumou Elghoura
868,Touho,NC,80.47,few clouds,-20.7833,165.2333,Auberge Timay Evasion
870,Port Shepstone,ZA,80.24,broken clouds,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
871,Puerto Escondido,MX,75.36,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
875,Kilindoni,TZ,78.06,light rain,-7.9139,39.6668,Bustani B&B
877,Belawan,ID,88.09,scattered clouds,3.7755,98.6832,Rumah Mamak Bapak M.Radial
888,Linhares,BR,78.91,broken clouds,-19.3911,-40.0722,Hotel Conceição
889,Jalu,LY,76.12,few clouds,29.0331,21.5482,صاحبة الفخامة
890,Agadez,NE,89.82,overcast clouds,19.75,10.25,
897,Manggar,ID,82.44,broken clouds,-2.8833,108.2667,Guest Hotel
899,Cape Coast,GH,85.15,scattered clouds,5.1053,-1.2466,Samrit Hotel
900,Wanning,CN,76.17,broken clouds,18.8003,110.3967,Paradise Hotel
902,Tabuk,PH,77.9,clear sky,17.4189,121.4443,Golden Berries Hotel and Convention
903,Caruray,PH,80.15,scattered clouds,10.3094,119.0128,
907,Abu Dhabi,AE,78.91,clear sky,24.4667,54.3667,Beach Rotana
909,Hervey Bay,AU,75.6,few clouds,-25.2986,152.8535,Shelly Bay Resort
912,Dawei,MM,84.51,clear sky,14.0833,98.2,Hotel Dawei
922,Keti Bandar,PK,88.68,clear sky,24.1447,67.4497,Haji laloo memon house
931,Tabas,IR,75.9,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
934,Porto Novo,BJ,87.62,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
936,Nhulunbuy,AU,83.01,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
940,Maceio,BR,76.44,scattered clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
947,Myitkyina,MM,88.34,broken clouds,25.3833,97.4,Shwe Phyu Hotel
951,Vrede,ZA,79.0,clear sky,-27.4257,29.1659,Vrede Hotel
953,Meulaboh,ID,80.13,overcast clouds,4.1363,96.1285,Kost Pria
954,Balud,PH,85.96,clear sky,10.1476,123.6953,Pulchra Resort
976,Buraydah,SA,82.85,clear sky,26.326,43.975,Mövenpick Qassim
990,Pozo Colorado,PY,78.64,scattered clouds,-23.4923,-58.7972,Hospedaje la Amistad
994,Areia Branca,BR,77.2,broken clouds,-4.9561,-37.1369,Areia Branca Apart Hotel
1010,Aquiraz,BR,77.09,overcast clouds,-3.9014,-38.3911,Pousada Rua Camurupim
1018,Eyl,SO,86.04,few clouds,7.9803,49.8164,Amiin Hotel
1022,Buala,SB,81.18,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
1025,Matara,LK,82.74,scattered clouds,5.9485,80.5353,Amaloh Boutique Resort
1028,Arawa,PG,78.21,overcast clouds,-6.2132,155.5367,Coastline Guest House
1034,Ndioum,SN,82.29,overcast clouds,16.5129,-14.6471,l'hôtel samassa
1035,Eydhafushi,MV,83.21,clear sky,5.1033,73.0708,Soneva Fushi
1041,San Andres,CO,80.62,few clouds,12.5847,-81.7006,Hotel Arena Blanca
1042,Bantogon,PH,79.23,few clouds,6.5333,124.0333,Kalamansig Greenhome
1046,Katobu,ID,76.01,overcast clouds,-4.9408,122.5276,La Ode Husein
1052,Quatre Cocos,MU,77.09,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
1053,Maragogi,BR,80.58,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
1062,Kupang,ID,78.84,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
1063,Samarinda,ID,76.91,light rain,-0.5,117.15,ASTON Samarinda Hotel & Convention Center
1066,Ouricuri,BR,76.19,broken clouds,-7.8825,-40.0817,Sertão Pousada
1070,Tadine,NC,79.34,scattered clouds,-21.55,167.8833,
1072,Panama City,PA,78.93,overcast clouds,8.9936,-79.5197,Trump International Hotel & Tower Panama
1074,Morondava,MG,88.16,clear sky,-20.2833,44.2833,La Case Bambou
1078,Itoman,JP,75.22,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
1083,Hargeysa,SO,81.1,few clouds,9.56,44.065,City Center Hotel
1086,Honiara,SB,80.83,overcast clouds,-9.4333,159.95,Heritage Park Hotel
1091,Amahai,ID,78.87,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
1102,Moerai,PF,80.4,broken clouds,-22.4333,-151.3333,Le Manotel
1110,Harindanga,IN,87.8,clear sky,22.0383,88.3214,Hasanur Builders
1127,Zhob,PK,78.49,clear sky,31.3411,69.4481,ROOM # 105 DUBAI HOTEL ZHOB
1130,Lhokseumawe,ID,83.53,few clouds,5.1801,97.1507,OYO 3278 Penginapan Alfajri
1131,Lubango,AO,76.55,scattered clouds,-14.9172,13.4925,Hotel Serra da Chela
1133,Limon,CR,75.92,overcast clouds,10.0,-83.0333,Hotel Playa Bonita
1134,Pandan,PH,79.12,scattered clouds,14.0453,124.1694,Bonifacio Lodge
1137,Surt,LY,76.98,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
1138,Poso,ID,77.79,overcast clouds,-1.3959,120.7524,Hotel 77 Poso
1143,Ternate,ID,81.25,heavy intensity rain,0.8,127.4,Sahid Bela Ternate Hotel
1144,Kinshasa,CD,86.38,scattered clouds,-4.3246,15.3215,Star Hotel II
1152,Urucui,BR,77.88,broken clouds,-7.2294,-44.5561,Hotel Premium Piauí
1166,Prieska,ZA,84.33,overcast clouds,-29.6641,22.7474,Avenue GuestHouse
1177,Puerto Carreno,CO,75.94,overcast clouds,6.189,-67.4859,Casa Hotel Victoria
1182,Guarapari,BR,77.9,few clouds,-20.6667,-40.4975,Hotel Porto do Sol
1183,Mogok,MM,75.09,overcast clouds,22.9167,96.5,MOGOK HILL HOTEL
1184,Cabedelo,BR,77.67,overcast clouds,-6.9811,-34.8339,Hotel Pigalle
1187,Ondjiva,AO,84.24,few clouds,-17.0667,15.7333,COMBUESA
1194,Axim,GH,86.63,broken clouds,4.8699,-2.2405,Axim Beach Resort And Spa
