City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
347,Buritama,-21.0661,-50.1472,70.9,79,0,4.14,BR,clear sky
348,Lobva,59.1854,60.5185,32.45,65,100,8.88,RU,overcast clouds
349,Port Hedland,-20.3167,118.5667,87.85,70,95,10.36,AU,overcast clouds
350,Lata,40.1629,-8.3327,55.92,60,26,8.75,PT,scattered clouds
351,Maarianhamina,60.0973,19.9348,31.86,59,75,10.36,AX,broken clouds
352,San Quintin,30.4833,-115.95,56.28,83,0,10.56,MX,clear sky
353,Kamenskiy,50.8855,45.488,37.15,100,100,8.3,RU,overcast clouds
354,Santa Maria,-29.6842,-53.8069,67.3,94,100,3.44,BR,thunderstorm with light rain
355,Folldal,62.1325,9.9968,22.03,68,84,5.5,NO,broken clouds
356,Samandag,36.0842,35.9771,72.12,49,0,6.29,TR,clear sky
357,Grantham,52.9115,-0.6418,46.33,85,100,3.44,GB,overcast clouds
358,Cody,44.5263,-109.0565,27.63,59,0,3.44,US,clear sky
359,San Pedro,14.35,121.0167,86.36,71,75,6.91,PH,broken clouds
360,Kristiinankaupunki,62.2743,21.376,30.33,67,97,12.01,FI,overcast clouds
361,Rawson,-43.3002,-65.1023,46.76,47,24,22.19,AR,few clouds
362,Markova,48.6758,24.4138,48.52,79,100,2.24,UA,overcast clouds
363,La Rioja,42.25,-2.5,42.58,95,100,5.37,ES,overcast clouds
364,Andenes,69.3143,16.1194,32.94,86,75,21.85,NO,broken clouds
365,Kisaran,2.9845,99.6158,86.14,67,52,7.56,ID,broken clouds
366,Vagay,57.9375,69.0217,32.85,88,91,12.86,RU,overcast clouds
367,Hamilton,39.1834,-84.5333,47.71,44,20,12.66,US,few clouds
368,Irtyshskiy,58.3333,68.1333,33.22,91,95,14.47,RU,light snow
369,Les Trois-Ilets,14.539,-61.0361,75.11,78,40,5.75,MQ,scattered clouds
370,Magdagachi,53.45,125.8,23.77,62,100,8.28,RU,overcast clouds
371,Bay Roberts,47.5999,-53.2648,32.5,88,78,8.01,CA,broken clouds
372,Whitecourt,54.1502,-115.6855,29.5,96,100,0.83,CA,overcast clouds
373,Verkhoyansk,67.5447,133.385,-0.67,98,85,1.5,RU,overcast clouds
374,Pandhana,21.7,76.2167,102.61,7,5,8.23,IN,clear sky
375,Lobito,-12.3481,13.5456,78.73,74,95,5.86,AO,overcast clouds
376,Novoagansk,61.9449,76.6625,31.5,98,100,9.22,RU,light snow
377,Angoche,-16.2325,39.9086,82.47,78,52,5.88,MZ,light rain
378,Coolum Beach,-26.5333,153.1,79.11,75,50,1.01,AU,scattered clouds
379,Baker City,44.7749,-117.8344,43.2,90,0,4.61,US,clear sky
380,Augusto Correa,-1.0217,-46.635,72.46,99,100,4.09,BR,moderate rain
381,Iranshahr,27.2025,60.6848,89.94,7,0,9.22,IR,clear sky
382,Broken Hill,-31.95,141.4333,68.04,29,65,15.84,AU,broken clouds
383,Pointe Michel,15.25,-61.3833,77.29,75,100,10.45,DM,overcast clouds
384,Lumeje,-11.55,20.7833,71.1,82,99,5.97,AO,light rain
385,Ocos,14.5094,-92.1933,75.38,69,100,11.01,GT,overcast clouds
386,Ambon,-3.6954,128.1814,82.0,75,71,6.29,ID,broken clouds
387,Salta,-24.7859,-65.4117,57.79,77,100,11.5,AR,dust
388,Naze,28.3667,129.4833,65.32,94,100,11.52,JP,light rain
389,Carauari,-4.8828,-66.8958,69.93,99,97,1.81,BR,moderate rain
390,Aksha,50.2814,113.2867,29.5,26,100,10.42,RU,overcast clouds
391,Kropotkin,45.4375,40.5756,62.51,47,100,14.65,RU,overcast clouds
392,Bilma,18.6853,12.9164,89.87,2,7,13.18,NE,clear sky
393,Summerville,33.0185,-80.1757,63.81,95,20,4.61,US,few clouds
394,Sa Kaeo,13.75,102.3333,93.13,45,64,2.57,TH,broken clouds
395,Pitimbu,-7.4706,-34.8086,77.59,79,100,8.72,BR,overcast clouds
396,Caraballeda,10.6112,-66.8522,75.27,83,40,0.0,VE,scattered clouds
397,Quelimane,-17.8786,36.8883,85.95,62,40,6.91,MZ,scattered clouds
398,Beipiao,41.7919,120.7792,43.02,25,48,10.42,CN,scattered clouds
399,Grindavik,63.8424,-22.4338,37.87,70,75,11.5,IS,broken clouds
400,San Rafael,-34.6177,-68.3301,43.92,23,0,4.16,AR,clear sky
401,Yumen,40.2833,97.2,53.06,15,51,8.3,CN,broken clouds
402,Tambong,12.9639,121.4846,80.42,74,100,5.06,PH,overcast clouds
403,Mocuba,-16.8392,36.9856,79.7,70,97,5.66,MZ,overcast clouds
404,Gao,16.6362,1.637,92.28,2,47,15.79,ML,scattered clouds
405,Zhigansk,66.7697,123.3711,7.11,93,100,2.08,RU,overcast clouds
406,Cayenne,4.9333,-52.3333,79.09,1,0,4.61,GF,clear sky
407,Olinda,-8.0089,-34.8553,78.53,89,40,3.44,BR,scattered clouds
408,Emerald,-23.5333,148.1667,79.34,46,20,15.17,AU,light rain
409,Chaumont,48.1167,5.1333,53.37,83,100,6.13,FR,overcast clouds
410,Ubinskoye,55.3068,79.6802,33.17,96,100,19.24,RU,light snow
411,Jucas,-6.5253,-39.5275,74.71,72,81,1.97,BR,broken clouds
412,Saint-Pierre,-21.3393,55.4781,83.88,70,20,32.21,RE,few clouds
413,Road Town,18.4167,-64.6167,75.0,68,9,17.56,VG,clear sky
414,Belen,36.4891,36.2233,64.54,28,20,8.05,TR,few clouds
415,Los Llanos De Aridane,28.6585,-17.9182,62.35,85,20,17.27,ES,few clouds
416,Hasaki,35.7333,140.8333,61.29,83,100,16.89,JP,overcast clouds
417,Saint Anthony,45.0205,-93.218,33.24,90,100,10.36,US,mist
418,Kidal,18.4411,1.4078,91.31,3,35,15.97,ML,scattered clouds
419,Iqaluit,63.7506,-68.5145,28.13,93,100,8.05,CA,light snow
420,San Vicente,-26.6167,-54.1333,65.71,99,85,3.65,AR,light rain
421,Espanola,35.9911,-106.0806,44.24,70,100,3.44,US,overcast clouds
422,Kitimat,54.0524,-128.6534,42.91,41,97,1.01,CA,overcast clouds
423,Manokwari,-0.8667,134.0833,80.62,80,97,7.85,ID,overcast clouds
424,Kattivakkam,13.2167,80.3167,96.89,75,6,18.72,IN,clear sky
425,Loviisa,60.4566,26.2251,34.29,60,99,11.16,FI,light snow
426,Tambun,-6.2641,107.0712,91.47,58,40,6.91,ID,haze
427,Shemursha,54.8866,47.5189,31.66,85,99,12.15,RU,overcast clouds
428,San Policarpo,12.1791,125.5072,80.42,83,11,8.7,PH,few clouds
429,San Carlos De Bariloche,-41.1456,-71.3082,28.15,80,20,5.75,AR,few clouds
430,Tiznit,29.5833,-9.5,56.39,79,72,21.32,MA,broken clouds
431,Ahipara,-35.1667,173.1667,66.15,85,96,1.12,NZ,overcast clouds
432,Corinto,37.9407,22.9573,65.41,59,98,2.13,GR,overcast clouds
433,Nueva Gorgona,8.55,-79.8667,76.15,90,55,7.02,PA,broken clouds
434,Ca Mau,9.1769,105.15,79.92,80,99,5.39,VN,overcast clouds
435,Tanete,-3.9443,119.7848,77.49,88,33,4.12,ID,light rain
436,Ranong,9.9658,98.6348,89.53,77,46,4.27,TH,light rain
437,Kavaratti,10.5669,72.642,83.84,70,35,3.58,IN,scattered clouds
438,Indianola,41.3581,-93.5574,55.89,97,75,19.04,US,broken clouds
439,Great Yarmouth,52.6083,1.7305,49.44,76,100,5.32,GB,overcast clouds
440,Pacocha,-17.5833,-71.3333,64.54,77,100,8.05,PE,overcast clouds
441,Nioro,13.35,-15.75,87.08,22,3,9.1,GM,clear sky
442,Sawakin,19.1059,37.3321,83.32,64,1,14.14,SD,clear sky
443,Alexandria,31.2156,29.9553,68.97,39,1,5.3,EG,clear sky
444,Conde,-7.2597,-34.9075,76.46,100,20,6.91,BR,few clouds
445,Santa,17.486,120.4348,83.79,72,3,5.82,PH,clear sky
446,Parrita,9.5201,-84.3225,76.14,75,94,3.91,CR,overcast clouds
447,Krasnoarmeysk,51.0239,45.6969,36.57,100,100,9.08,RU,overcast clouds
448,Russell,32.3502,-85.1999,61.88,88,0,0.0,US,clear sky
449,Coihaique,-45.5752,-72.0662,32.61,93,0,1.14,CL,clear sky
450,Nueva Guinea,11.6876,-84.4562,69.31,97,52,3.62,NI,broken clouds
451,Wajir,1.7471,40.0573,89.78,43,60,14.88,KE,light rain
452,Tessalit,20.1986,1.0114,93.7,3,6,14.23,ML,clear sky
453,Granada,37.25,-3.25,50.86,75,98,7.49,ES,overcast clouds
454,Celestun,20.8667,-90.4,74.39,83,1,16.02,MX,clear sky
455,Yerbogachen,61.2767,108.0108,29.73,82,88,9.55,RU,overcast clouds
456,Leirvik,59.7798,5.5005,41.41,36,0,8.05,NO,clear sky
457,Belyy Yar,53.6039,91.3903,44.49,40,0,22.37,RU,clear sky
458,Beyneu,45.3167,55.2,56.84,28,56,18.99,KZ,broken clouds
459,Gimli,50.6336,-96.9907,26.62,93,100,12.66,CA,overcast clouds
460,Tarakan,3.3,117.6333,81.9,78,20,5.75,ID,few clouds
461,Zhicheng,30.2956,111.5047,60.44,94,100,6.35,CN,overcast clouds
462,Waipawa,-41.4122,175.5153,56.39,97,40,4.05,NZ,scattered clouds
463,Oeiras,-7.0253,-42.1311,72.28,80,21,3.09,BR,few clouds
464,Byron Bay,-28.65,153.6167,69.94,89,73,14.47,AU,light rain
465,Panguna,-6.3164,155.4848,69.96,96,100,1.97,PG,overcast clouds
466,Meridian,43.6121,-116.3915,45.95,72,0,9.22,US,clear sky
467,Narsaq,60.9167,-46.05,48.42,79,75,4.27,GL,broken clouds
468,Santiago Del Estero,-27.7951,-64.2615,60.98,19,100,14.94,AR,overcast clouds
469,Vestmannaeyjar,63.4427,-20.2734,36.59,69,75,19.57,IS,broken clouds
470,Ginda,30.6945,78.4932,83.28,8,0,8.12,IN,clear sky
471,Vanimo,-2.6741,141.3028,80.31,82,96,12.97,PG,overcast clouds
472,Tazmalt,36.3868,4.3989,62.92,71,100,5.14,DZ,overcast clouds
473,Tortoli,39.9256,9.6572,58.82,88,40,4.61,IT,scattered clouds
474,Jever,53.5833,7.9,41.2,61,100,9.93,DE,overcast clouds
475,Bundibugyo,0.7414,30.0417,78.44,62,100,3.09,UG,overcast clouds
476,Lagunas,-5.2269,-75.6753,70.14,99,100,1.9,PE,overcast clouds
477,Varhaug,58.6147,5.6457,41.79,52,7,12.06,NO,clear sky
478,Weihai,37.5017,122.1136,43.27,87,85,7.67,CN,overcast clouds
479,Pilar,-9.5972,-35.9567,75.13,84,21,1.3,BR,few clouds
480,Artvin,41.1667,41.8333,55.78,52,63,3.58,TR,light rain
481,Krasnoselkup,65.7,82.4667,32.56,91,100,16.8,RU,overcast clouds
482,Carballo,43.213,-8.691,58.55,78,77,5.3,ES,broken clouds
483,Pacific Grove,36.6177,-121.9166,52.52,89,100,5.01,US,overcast clouds
484,Gisborne,-38.6533,178.0042,62.96,91,68,8.99,NZ,broken clouds
485,Idrinskoye,54.3708,92.1358,33.8,99,100,2.75,RU,overcast clouds
486,Tromso,69.6496,18.957,26.62,86,75,19.57,NO,broken clouds
487,Petropavlovsk-Kamchatskiy,53.0452,158.6483,28.99,64,0,11.18,RU,clear sky
488,Vilyuysk,63.7553,121.6247,13.24,91,100,3.53,RU,overcast clouds
489,Karaj,35.8355,51.0103,63.12,17,0,6.91,IR,clear sky
490,Cadillac,44.2519,-85.4012,33.08,93,100,6.91,US,overcast clouds
491,Fare,-16.7,-151.0167,81.99,73,3,13.94,PF,clear sky
492,Bokoro,12.3807,17.0568,98.31,5,30,14.2,TD,scattered clouds
493,Kuah,6.3265,99.8432,89.58,66,40,5.75,MY,scattered clouds
494,Salamanca,40.8333,-6.0,49.78,75,87,10.87,ES,overcast clouds
495,Cuautla,18.8,-98.95,71.82,35,0,2.77,MX,clear sky
496,Kautokeino,69.0125,23.0412,22.91,81,100,19.69,NO,overcast clouds
497,Daru,-9.0763,143.2092,79.21,88,100,11.86,PG,overcast clouds
498,Tomatlan,19.9333,-105.25,59.4,53,12,2.71,MX,few clouds
499,Legionowo,52.4015,20.9266,53.33,48,40,11.5,PL,scattered clouds
500,Labytnangi,66.6572,66.4183,23.76,78,100,4.5,RU,overcast clouds
501,Itamaraca,-7.7478,-34.8256,78.85,80,99,8.23,BR,overcast clouds
502,Ledyard,41.4398,-72.0142,30.13,54,0,10.36,US,clear sky
503,Sinjai,-5.1241,120.253,77.65,88,91,3.0,ID,light rain
504,Aklavik,68.2191,-135.0107,-24.43,100,94,8.63,CA,overcast clouds
505,Chifeng,42.2683,118.9636,39.88,21,100,6.58,CN,overcast clouds
506,Nosy Varika,-20.5833,48.5333,79.32,79,11,9.95,MG,light rain
507,Malatya,38.5,38.0,55.45,38,40,4.61,TR,scattered clouds
508,Apucarana,-23.5508,-51.4608,68.13,94,1,3.85,BR,clear sky
509,Nyaunglebin,17.95,96.7333,101.95,14,5,8.1,MM,clear sky
510,Emod,47.9333,20.8167,60.93,46,100,7.29,HU,overcast clouds
511,Tawang,27.5833,91.8667,53.76,66,99,5.46,IN,overcast clouds
512,Beni,0.5,29.4667,67.75,86,100,3.4,CD,overcast clouds
513,Saint-Georges,12.0564,-61.7485,76.68,73,20,9.22,GD,few clouds
514,Dalbandin,28.8947,64.4101,80.73,5,0,11.1,PK,clear sky
515,Kayan,16.9056,96.5631,95.14,30,4,9.82,MM,clear sky
516,Alta Floresta,-9.8756,-56.0861,70.16,100,100,2.37,BR,overcast clouds
517,Kudahuvadhoo,2.6708,72.8944,82.45,68,0,0.96,MV,clear sky
518,Nanning,22.8167,108.3167,70.25,88,99,2.17,CN,overcast clouds
519,Tazovskiy,67.4667,78.7,31.42,89,100,16.37,RU,overcast clouds
520,Miguel Auza,24.2933,-103.4503,55.89,20,100,13.51,MX,overcast clouds
521,Awjilah,29.1081,21.2869,73.26,26,6,1.34,LY,clear sky
522,Pathankot,32.2833,75.65,98.64,8,0,7.99,IN,clear sky
523,Loa Janan,-0.583,117.095,79.86,81,78,2.77,ID,broken clouds
524,Beringovskiy,63.05,179.3167,-5.89,97,80,11.3,RU,broken clouds
525,Sakakah,29.9697,40.2064,90.97,10,98,12.64,SA,overcast clouds
526,Saint-Paul,-21.0096,55.2707,84.31,78,100,2.04,RE,light rain
527,Mattru,7.6244,-11.8332,87.64,58,49,3.27,SL,scattered clouds
528,Taywarah,33.35,64.4167,54.14,8,0,7.99,AF,clear sky
529,Tokoroa,-38.2333,175.8667,60.94,78,4,3.0,NZ,clear sky
530,Madaoua,14.073,5.96,91.87,2,47,17.74,NE,scattered clouds
531,Verishen,39.5356,46.3122,47.3,67,67,7.0,AM,broken clouds
532,Arica,-18.475,-70.3042,62.83,82,100,3.44,CL,overcast clouds
533,Presidente Medici,-11.1753,-61.9014,72.32,98,100,5.77,BR,light rain
534,San Nicolas,18.1725,120.5953,85.91,79,40,8.05,PH,scattered clouds
535,Novi Sanzhary,49.3439,34.3108,57.69,57,100,6.11,UA,overcast clouds
536,Porosozero,62.7191,32.727,27.14,76,100,10.11,RU,light snow
537,Yatou,37.15,122.3833,44.29,82,71,12.06,CN,broken clouds
538,Saeby,57.3319,10.5225,40.96,42,21,12.26,DK,few clouds
539,Sao Joao Da Barra,-21.6403,-41.0511,75.29,90,1,6.71,BR,clear sky
540,Chiredzi,-21.05,31.6667,83.88,37,29,6.53,ZW,scattered clouds
541,Payo,-3.7508,103.6372,88.14,62,51,3.36,ID,light rain
542,Khuzhir,53.1939,107.3397,18.82,79,10,2.71,RU,clear sky
543,Lasa,46.6166,10.7002,43.02,94,100,4.68,IT,overcast clouds
544,Wamba,8.9333,8.6,96.66,15,39,3.49,NG,scattered clouds
545,San Matias,-16.3667,-58.4,73.36,92,100,5.06,BO,overcast clouds
546,Toba,34.4833,136.85,60.1,85,100,1.01,JP,overcast clouds
547,Puerto Baquerizo Moreno,-0.9,-89.6,77.34,86,88,7.25,EC,light rain
548,Guanica,17.9716,-66.908,73.18,81,41,4.79,PR,scattered clouds
549,Mildura,-34.2,142.15,69.76,32,10,6.91,AU,clear sky
550,Althofen,46.8818,14.4676,51.15,58,100,4.81,AT,overcast clouds
551,La Ronge,55.1001,-105.2842,21.45,68,75,5.75,CA,broken clouds
552,Tombouctou,20.0,-3.0,89.56,5,26,5.17,ML,scattered clouds
553,Makakilo City,21.3469,-158.0858,73.29,81,75,4.61,US,broken clouds
554,Palana,59.1167,159.9667,10.76,96,64,6.31,RU,broken clouds
555,Trairi,-3.2778,-39.2689,75.2,94,93,6.11,BR,heavy intensity rain
556,Kongolo,-5.3833,27.0,76.32,84,100,1.81,CD,moderate rain
557,Ziniare,12.5822,-1.2983,95.04,4,52,11.92,BF,broken clouds
558,Sola,-13.8833,167.55,82.15,70,99,1.45,VU,overcast clouds
559,Qaqortoq,60.7167,-46.0333,26.78,81,67,3.47,GL,broken clouds
560,Grootfontein,-19.5667,18.1167,78.85,47,55,12.3,NA,light rain
561,Koumac,-20.5667,164.2833,80.94,82,17,4.07,NC,few clouds
562,Farah,32.5,62.5,70.7,9,0,7.54,AF,clear sky
563,Lapua,62.9693,23.0088,31.1,76,100,9.78,FI,light snow
564,Talara,-4.5772,-81.2719,72.48,78,59,13.13,PE,broken clouds
565,Kasamwa,-2.85,32.4333,67.17,92,98,7.14,TZ,light rain
566,Sarangani,5.4033,125.4636,82.49,76,10,12.75,PH,clear sky
567,Waterbury,41.5582,-73.0515,27.45,53,0,9.22,US,clear sky
568,Bara,10.3744,10.7288,96.22,4,71,9.19,NG,broken clouds
569,Formosa Do Rio Preto,-11.0483,-45.1931,69.04,62,99,1.83,BR,overcast clouds
570,Abha,18.2164,42.5053,76.82,11,0,4.61,SA,clear sky
571,Panjab,34.388,67.0233,49.64,14,0,9.06,AF,clear sky
572,Leo,11.1,-2.1,95.31,6,65,8.3,BF,broken clouds
573,Grand Gaube,-20.0064,57.6608,77.38,81,88,1.99,MU,light rain
574,Waidhofen,48.5833,11.3333,55.53,87,75,4.61,DE,broken clouds
575,Nacozari,25.3366,-108.2574,59.65,64,37,6.58,MX,scattered clouds
576,Villazon,-22.0866,-65.5942,48.27,66,1,4.99,BO,clear sky
577,Arvika,59.6553,12.5852,34.41,24,10,8.57,SE,clear sky
578,Muisne,0.6,-80.0333,76.26,92,95,4.72,EC,overcast clouds
579,Aksarka,66.5606,67.7975,24.13,96,100,8.68,RU,snow
580,Ozerne,50.1782,28.7338,43.32,86,100,8.99,UA,overcast clouds
581,Rafsanjan,30.4067,55.9939,70.5,8,3,4.38,IR,clear sky
582,Gezing,47.9178,13.1299,54.36,77,40,5.75,AT,scattered clouds
583,Taylor,32.3001,-99.8337,63.32,59,0,5.75,US,clear sky
584,Rosignano Marittimo,43.4079,10.4729,54.48,92,100,7.92,IT,overcast clouds
585,Fairbanks,64.8378,-147.7164,26.56,79,100,11.5,US,overcast clouds
586,Najran,17.4924,44.1277,81.25,11,0,12.46,SA,clear sky
587,Balkhash,46.844,74.9804,39.81,52,7,15.66,KZ,clear sky
588,Shambu,9.5667,37.1,79.47,20,43,2.51,ET,scattered clouds
589,Khorixas,-20.3667,14.9667,86.5,36,13,8.72,NA,few clouds
590,Puerto Narino,-3.7703,-70.3831,69.6,99,100,1.3,CO,overcast clouds
591,Sambava,-14.2667,50.1667,83.14,70,27,12.73,MG,scattered clouds
592,Alugan,12.2188,125.4808,80.01,84,12,8.12,PH,few clouds
593,Priyutovo,53.9,53.9333,34.05,100,100,18.5,RU,overcast clouds
594,Hualmay,-11.0964,-77.6139,68.22,89,78,6.85,PE,broken clouds
595,Bathsheba,13.2167,-59.5167,75.81,73,75,13.8,BB,broken clouds
596,Keokuk,40.3973,-91.3849,55.09,100,100,16.11,US,moderate rain
597,Gillette,44.2911,-105.5022,26.02,83,40,18.41,US,scattered clouds
598,Williamsburg,37.2707,-76.7075,44.74,70,100,3.44,US,overcast clouds
599,Yaan,7.3833,8.5667,96.35,33,81,1.23,NG,broken clouds
600,Oxford,51.7522,-1.256,46.18,90,100,5.75,GB,mist
601,Santa Vitoria Do Palmar,-33.5189,-53.3681,56.59,69,80,15.48,BR,broken clouds
602,Newport,51.5877,-2.9984,51.1,74,79,2.84,GB,broken clouds
603,Pimentel,-6.8367,-79.9342,68.95,86,55,10.2,PE,broken clouds
604,Tilichiki,60.4667,166.1,9.23,89,99,8.23,RU,overcast clouds
605,Marzuq,14.4,46.4667,81.54,12,0,8.14,YE,clear sky
606,Warman,52.3168,-106.5679,19.31,86,0,5.75,CA,clear sky
607,Isla Mujeres,21.2311,-86.731,77.16,70,2,19.53,MX,clear sky
608,Mount Gambier,-37.8333,140.7667,57.11,72,100,16.11,AU,overcast clouds
609,Seddon,-37.8068,144.8916,63.82,70,100,21.85,AU,overcast clouds
610,Vila Velha,-20.3297,-40.2925,76.95,83,20,3.44,BR,few clouds
611,Aktau,43.65,51.2,59.58,42,84,22.79,KZ,broken clouds
612,Kununurra,-15.7667,128.7333,84.18,74,29,2.3,AU,scattered clouds
613,Exu,-7.5119,-39.7242,69.57,88,99,2.98,BR,overcast clouds
614,Port Hawkesbury,45.6169,-61.3485,28.18,92,100,17.27,CA,overcast clouds
615,Ashland,40.8167,-82.2665,36.14,86,100,15.19,US,overcast clouds
616,San Jose De Guanipa,8.8872,-64.1651,70.65,80,100,9.91,VE,overcast clouds
617,Turayf,31.6725,38.6637,77.25,16,75,11.5,SA,broken clouds
618,Vavuniya,8.7514,80.4971,87.44,57,55,4.76,LK,broken clouds
619,Kalevala,65.2,31.1667,28.2,78,100,11.32,RU,light snow
620,Sao Paulo De Olivenca,-3.3783,-68.8725,70.41,100,99,0.63,BR,overcast clouds
621,Mamlyutka,54.9375,68.5394,37.42,97,50,15.57,KZ,scattered clouds
622,Dourbali,11.8091,15.8632,98.65,4,47,12.1,TD,scattered clouds
623,Sebina,-20.8667,27.25,82.04,34,4,8.08,BW,clear sky
624,Svetlogorsk,52.6333,29.7333,39.07,77,100,4.97,BY,overcast clouds
625,Tamandare,-8.7597,-35.1047,79.14,81,100,4.43,BR,overcast clouds
626,Tarko-Sale,64.9225,77.785,31.26,91,100,17.72,RU,overcast clouds
627,Praia,14.9215,-23.5087,72.14,68,75,24.16,CV,broken clouds
628,Amazar,53.858,120.875,19.99,76,85,2.98,RU,overcast clouds
629,Stromness,58.965,-3.296,39.16,87,99,8.01,GB,overcast clouds
630,Anloga,5.7947,0.8973,84.72,74,71,10.8,GH,broken clouds
631,Oudtshoorn,-33.5907,22.2014,73.76,22,54,6.11,ZA,broken clouds
632,Cedar City,37.6775,-113.0619,38.39,87,40,5.75,US,scattered clouds
633,Anori,-3.7728,-61.6442,71.62,99,100,2.39,BR,overcast clouds
634,Taoudenni,22.6783,-3.9836,87.33,19,100,9.71,ML,overcast clouds
635,Las Cruces,32.3123,-106.7783,46.51,77,0,19.57,US,clear sky
636,Marsh Harbour,26.5412,-77.0636,73.24,66,1,11.86,BS,clear sky
637,Oranjemund,-28.55,16.4333,68.45,67,76,16.28,NA,broken clouds
638,Hirara,24.8,125.2833,73.67,94,75,8.05,JP,broken clouds
639,Buchanan,5.8808,-10.0467,84.61,69,91,3.8,LR,overcast clouds
640,Tautira,-17.7333,-149.15,81.63,74,10,14.12,PF,light rain
641,Baghdad,33.3406,44.4009,78.71,19,42,9.22,IQ,scattered clouds
642,Altay,47.8667,88.1167,30.31,63,52,7.92,CN,broken clouds
643,Mafinga,-7.25,35.0667,70.92,75,100,3.58,TZ,overcast clouds
644,Pocone,-16.2567,-56.6228,73.08,93,100,5.44,BR,overcast clouds
645,Suining,30.508,105.5733,59.31,83,100,7.49,CN,overcast clouds
646,Kailua,21.4022,-157.7394,74.75,80,42,3.0,US,scattered clouds
647,Pemangkat,1.1667,108.9667,84.67,68,74,7.31,ID,broken clouds
648,Diamantino,-14.4086,-56.4461,71.35,98,100,7.25,BR,light rain
649,Tezu,27.9167,96.1667,87.1,35,91,4.38,IN,overcast clouds
650,Laguna,38.421,-121.4238,52.02,87,100,6.91,US,overcast clouds
651,Istria,44.5667,28.7167,72.97,37,80,12.82,RO,broken clouds
652,Chaupimarca,-10.4333,-76.5333,34.18,92,100,1.59,PE,overcast clouds
653,Viedma,-40.8135,-62.9967,51.57,49,71,23.73,AR,broken clouds
654,Severomuysk,56.1481,113.4267,5.23,83,76,4.45,RU,broken clouds
655,Brigantine,39.4101,-74.3646,31.01,68,96,9.69,US,overcast clouds
656,Grand-Lahou,5.1367,-5.0242,85.17,71,31,7.11,CI,light rain
657,Yeppoon,-23.1333,150.7333,80.38,55,47,5.06,AU,scattered clouds
658,Yarmouth,41.7057,-70.2286,31.96,56,22,5.99,US,few clouds
659,Maningrida,-12.0667,134.2667,83.61,72,67,7.7,AU,broken clouds
660,Port Hardy,50.6996,-127.4199,42.8,100,100,3.44,CA,light intensity shower rain
661,Yangambi,0.8102,24.4336,81.0,61,99,4.61,CD,overcast clouds
662,Port Augusta,-32.5,137.7667,67.82,53,100,21.97,AU,overcast clouds
663,Pangkalanbuun,-2.6833,111.6167,84.94,67,53,6.15,ID,light rain
664,Negombo,7.2083,79.8358,84.99,68,21,13.0,LK,few clouds
665,Nsukka,6.8561,7.3927,93.92,37,94,1.81,NG,overcast clouds
666,Crestline,34.242,-117.2856,43.84,84,0,3.0,US,clear sky
667,Yar-Sale,66.8333,70.8333,32.14,99,100,15.77,RU,light snow
668,Pangody,65.85,74.4859,31.48,90,100,17.47,RU,overcast clouds
669,Amos,48.5669,-78.1162,3.97,97,68,3.22,CA,broken clouds
670,Anjiang,27.3194,110.1031,62.31,98,100,2.8,CN,overcast clouds
671,Inhambane,-23.865,35.3833,87.78,55,40,9.22,MZ,scattered clouds
672,Luganville,-15.5333,167.1667,80.06,88,100,1.79,VU,overcast clouds
673,Yershov,51.3513,48.2766,36.57,100,100,11.81,RU,overcast clouds
674,Song Phi Nong,14.2241,100.0209,89.15,52,97,4.34,TH,overcast clouds
675,Boa Vista,2.8197,-60.6733,75.18,78,0,8.05,BR,clear sky
676,Merauke,-8.4667,140.3333,80.65,80,100,9.06,ID,overcast clouds
677,Wenling,28.3669,121.36,62.17,97,99,4.52,CN,overcast clouds
678,Doka,13.5167,35.7667,102.16,10,13,8.12,SD,few clouds
679,Polunochnoye,60.8697,60.4153,26.85,78,100,5.84,RU,light snow
680,Safaga,26.7292,33.9365,79.65,38,0,14.38,EG,clear sky
681,Otradnoye,59.7775,30.8181,32.04,64,100,10.47,RU,light snow
682,Petrivka,46.9695,30.9591,70.03,31,98,10.92,UA,overcast clouds
683,Simpang,-1.2667,104.0833,81.01,80,66,3.51,ID,broken clouds
684,Timra,62.487,17.3257,31.68,51,99,13.8,SE,overcast clouds
685,Macia,-25.0269,33.0989,91.6,31,0,3.11,MZ,clear sky
686,Ghanzi,-21.5667,21.7833,85.41,33,27,9.24,BW,scattered clouds
687,Martapura,-3.4167,114.85,87.89,66,20,5.75,ID,moderate rain
688,Dalvik,65.9702,-18.5286,26.53,56,63,0.56,IS,broken clouds
689,Kimbe,-5.5502,150.1429,77.76,91,91,2.64,PG,overcast clouds
690,Hailin,44.5833,129.4167,33.31,49,15,4.92,CN,few clouds
691,Port Moresby,-9.4431,147.1797,78.22,89,40,8.05,PG,scattered clouds
692,Erzincan,39.75,39.5,52.9,40,75,2.3,TR,broken clouds
693,Channel-Port Aux Basques,47.5702,-59.1367,29.26,81,78,8.93,CA,broken clouds
694,Griffith,41.5284,-87.4237,47.05,64,75,16.11,US,broken clouds
695,Culpeper,38.5004,-77.9664,37.36,91,100,0.0,US,overcast clouds
696,Lazaro Cardenas,17.9583,-102.2,68.38,78,3,4.45,MX,clear sky
697,Grajau,-5.8194,-46.1386,73.24,95,100,1.41,BR,overcast clouds
