City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
122,Port Hueneme,US,2022-03-10 22:52:46,34.1478,-119.1951,76.26,55,0,13.8
123,Axim,GH,2022-03-10 22:54:25,4.8699,-2.2405,81.3,86,100,7.61
124,Saiha,IN,2022-03-10 22:54:26,22.4833,92.9667,59.83,47,52,3.85
125,Puqi,CN,2022-03-10 22:54:26,29.7167,113.8833,63.12,73,0,3.18
126,Jamame,SO,2022-03-10 22:54:26,0.0722,42.7506,76.73,82,26,10.87
127,Vardo,NO,2022-03-10 22:54:27,70.3705,31.1107,35.15,79,94,24.34
128,North Platte,US,2022-03-10 22:49:48,41.1239,-100.7654,23.11,51,100,16.11
129,Marawi,PH,2022-03-10 22:54:27,7.9986,124.2928,71.56,93,72,2.19
130,Avarua,CK,2022-03-10 22:47:39,-21.2078,-159.775,82.45,78,40,8.05
131,Nantucket,US,2022-03-10 22:50:47,41.2835,-70.0995,42.85,80,0,6.91
132,Opuwo,NA,2022-03-10 22:54:28,-18.0607,13.84,74.59,53,86,4.41
133,Puerto Lempira,HN,2022-03-10 22:54:28,15.2667,-83.7667,86.14,70,40,5.75
134,Itarema,BR,2022-03-10 22:54:29,-2.9248,-39.9167,79.36,82,100,7.85
135,Nantong,CN,2022-03-10 22:55:29,32.0303,120.8747,57.97,83,62,1.74
136,Kemijarvi,FI,2022-03-10 22:55:29,66.7131,27.4306,26.1,96,84,8.66
137,Kaitangata,NZ,2022-03-10 22:55:30,-46.2817,169.8464,65.3,66,71,5.86
138,Yaan,NG,2022-03-10 22:55:30,7.3833,8.5667,88.36,43,56,9.15
139,Atyrau,KZ,2022-03-10 22:55:31,47.1167,51.8833,33.82,100,100,13.42
140,Teya,RU,2022-03-10 22:55:31,60.3778,92.6267,-26.86,100,95,2.13
141,Carnarvon,AU,2022-03-10 22:47:38,-24.8667,113.6333,75.27,88,0,6.91
142,Barro,BR,2022-03-10 22:55:32,-6.7167,-38.8667,82.26,53,98,2.62
143,Adrar,MR,2022-03-10 22:55:32,20.5022,-10.0711,68.14,10,0,11.9
144,Lesnoy,RU,2022-03-10 22:55:33,57.6198,63.0784,-16.96,100,77,3.65
145,Busselton,AU,2022-03-10 22:47:38,-33.65,115.3333,71.65,49,58,9.89
146,Slave Lake,CA,2022-03-10 22:55:33,55.2834,-114.769,10.38,52,40,9.22
147,Qaanaaq,GL,2022-03-10 22:49:59,77.484,-69.3632,-4.05,73,100,2.86
148,Noumea,NC,2022-03-10 22:55:34,-22.2763,166.4572,82.38,99,34,6.89
149,Port Hardy,CA,2022-03-10 22:47:41,50.6996,-127.4199,37.58,93,100,13.8
150,Praia Da Vitoria,PT,2022-03-10 22:55:34,38.7333,-27.0667,57.45,72,40,14.32
151,San Quintin,MX,2022-03-10 22:55:35,30.4833,-115.95,60.96,68,27,14.58
152,Salalah,OM,2022-03-10 22:48:53,17.0151,54.0924,73.49,43,0,2.3
153,Pevek,RU,2022-03-10 22:50:07,69.7008,170.3133,13.12,69,2,10.09
154,Ribeira Grande,PT,2022-03-10 22:55:35,38.5167,-28.7,58.03,59,100,20.18
155,Kahului,US,2022-03-10 22:51:16,20.8947,-156.47,91.42,40,20,17.27
156,Kutum,SD,2022-03-10 22:55:36,14.2,24.6667,67.87,26,74,18.34
157,Clyde River,CA,2022-03-10 22:55:36,70.4692,-68.5914,-16.37,76,0,2.3
158,Dikson,RU,2022-03-10 22:47:30,73.5069,80.5464,-14.35,98,65,15.3
159,Constitucion,CL,2022-03-10 22:55:37,-35.3333,-72.4167,62.78,71,1,15.82
160,Namakkal,IN,2022-03-10 22:55:37,11.2213,78.1652,70.52,67,12,1.48
161,Sobolevo,RU,2022-03-10 22:55:37,54.4299,31.8996,8.94,94,25,6.44
162,Kodiak,US,2022-03-10 22:55:38,57.79,-152.4072,42.31,87,100,6.91
163,Broken Hill,AU,2022-03-10 22:55:38,-31.95,141.4333,62.31,45,7,12.66
164,Kholmogory,RU,2022-03-10 22:55:39,64.2229,41.656,20.64,94,100,8.41
165,Guimar,ES,2022-03-10 22:55:39,28.3039,-16.4325,57.56,55,1,7.02
166,Hofn,IS,2022-03-10 22:55:39,64.2539,-15.2082,44.73,93,100,29.04
167,Bonavista,CA,2022-03-10 22:55:40,48.6499,-53.1147,30.58,76,82,11.25
168,Longyearbyen,SJ,2022-03-10 22:55:40,78.2186,15.6401,22.84,74,75,17.27
169,Castro,BR,2022-03-10 22:55:40,-24.7911,-50.0119,66.16,95,93,2.68
170,Jalu,LY,2022-03-10 22:55:41,29.0331,21.5482,50.95,54,11,9.08
171,Kondoa,TZ,2022-03-10 22:55:41,-4.9,35.7833,61.75,88,100,3.67
172,Sitka,US,2022-03-10 22:47:40,57.0531,-135.33,42.69,70,100,12.66
173,Gigmoto,PH,2022-03-10 22:55:42,13.7796,124.39,78.39,88,79,6.26
174,Mahajanga,MG,2022-03-10 22:47:33,-15.7167,46.3167,77.02,100,40,5.75
175,Sadri,IN,2022-03-10 22:55:42,25.1833,73.4333,70.9,34,0,3.53
176,Arkansas City,US,2022-03-10 22:55:43,37.062,-97.0384,29.88,64,100,17.25
177,Timizart,DZ,2022-03-10 22:55:43,36.8,4.2667,50.68,68,49,5.95
178,Amarante Do Maranhao,BR,2022-03-10 22:55:43,-5.5667,-46.7422,73.83,95,99,2.39
179,Bengkulu,ID,2022-03-10 22:56:44,-3.8004,102.2655,75.72,89,100,4.23
180,Arvika,SE,2022-03-10 22:56:44,59.6553,12.5852,30.81,95,52,3.29
181,Neryungri,RU,2022-03-10 22:56:44,56.6709,124.6491,-4.86,99,100,5.39
182,Whakatane,NZ,2022-03-10 22:56:45,-37.9585,176.9854,72.64,59,38,5.01
183,Ovre Ardal,NO,2022-03-10 22:56:45,61.3167,7.8,19.26,88,29,7.31
184,Chimoio,MZ,2022-03-10 22:56:46,-19.1164,33.4833,67.03,97,87,3.42
185,Xichang,CN,2022-03-10 22:56:46,27.8964,102.2634,51.37,63,1,1.19
186,San Carlos De Bariloche,AR,2022-03-10 22:56:46,-41.1456,-71.3082,65.95,32,40,8.05
187,Kidal,ML,2022-03-10 22:56:47,18.4411,1.4078,76.57,14,20,9.55
188,Pisco,PE,2022-03-10 22:56:47,-13.7,-76.2167,73.45,73,0,19.57
189,Wenzhou,CN,2022-03-10 22:52:03,27.9994,120.6668,59.83,81,82,3.44
190,Inuvik,CA,2022-03-10 22:56:48,68.3499,-133.7218,-8.64,77,75,3.44
191,Payson,US,2022-03-10 22:55:06,40.0444,-111.7321,31.48,45,40,25.32
192,Ostrovnoy,RU,2022-03-10 22:56:48,68.0531,39.5131,28.6,88,76,18.16
193,Labytnangi,RU,2022-03-10 22:56:48,66.6572,66.4183,-6.0,90,100,5.5
194,Margate,GB,2022-03-10 22:56:49,51.3813,1.3862,50.31,73,16,4.0
195,Birin,NP,2022-03-10 22:56:49,26.8865,88.0718,55.42,42,0,5.48
196,Khorinsk,RU,2022-03-10 22:56:50,52.1657,109.7726,-0.58,93,50,2.73
197,Ucluelet,CA,2022-03-10 22:52:47,48.9329,-125.5528,42.1,86,100,4.81
198,Ulladulla,AU,2022-03-10 22:56:50,-35.35,150.4667,63.77,61,15,3.04
199,Dimona,IL,2022-03-10 22:56:50,31.0667,35.0333,46.18,65,4,23.24
200,Dangriga,BZ,2022-03-10 22:56:51,16.9692,-88.2321,81.54,79,3,9.04
201,Namyslow,PL,2022-03-10 22:56:51,51.0759,17.7228,25.32,50,0,9.78
202,Lebu,CL,2022-03-10 22:48:11,-37.6167,-73.65,58.87,86,18,22.59
203,Kuching,MY,2022-03-10 22:56:51,1.55,110.3333,75.42,94,20,1.14
204,Port-Gentil,GA,2022-03-10 22:56:52,-0.7193,8.7815,82.36,83,20,11.5
205,Grootfontein,NA,2022-03-10 22:56:52,-19.5667,18.1167,67.57,88,59,8.05
206,Narsaq,GL,2022-03-10 22:56:52,60.9167,-46.05,-1.43,77,0,5.37
207,Biltine,TD,2022-03-10 22:56:53,14.5333,20.9167,77.65,19,8,24.02
208,Saldanha,ZA,2022-03-10 22:47:40,-33.0117,17.9442,64.45,89,0,8.9
209,Port Victoria,KE,2022-03-10 22:56:53,0.0939,33.9756,72.23,70,82,5.44
210,Durango,MX,2022-03-10 22:52:09,24.8333,-104.8333,71.08,5,13,20.85
211,Tilichiki,RU,2022-03-10 22:56:54,60.4667,166.1,6.13,86,6,10.31
212,Ichinoseki,JP,2022-03-10 22:56:54,38.9167,141.1333,40.44,77,69,1.52
213,Aliwal North,ZA,2022-03-10 22:56:55,-30.6937,26.7114,65.01,61,25,7.76
214,Valparaiso,CL,2022-03-10 22:55:45,-33.0393,-71.6273,75.43,44,0,12.66
215,Wanning,CN,2022-03-10 22:56:55,18.8003,110.3967,69.94,91,98,5.73
216,Tabou,CI,2022-03-10 22:56:55,4.423,-7.3528,80.96,87,100,9.06
217,Port Hedland,AU,2022-03-10 22:56:56,-20.3167,118.5667,82.45,69,25,5.75
218,Waipawa,NZ,2022-03-10 22:56:56,-41.4122,175.5153,69.04,62,2,6.82
219,Tottori,JP,2022-03-10 22:56:56,35.5,134.2333,42.87,65,0,12.66
220,Altay,CN,2022-03-10 22:56:57,47.8667,88.1167,26.06,97,96,0.83
221,Fort-Shevchenko,KZ,2022-03-10 22:56:57,44.5086,50.263,36.43,82,100,16.98
222,Miraflores,MX,2022-03-10 22:56:57,19.2167,-98.8083,79.03,21,0,9.55
223,Zhangye,CN,2022-03-10 22:52:41,38.9342,100.4517,42.93,37,7,5.35
224,Verkhnyaya Inta,RU,2022-03-10 22:56:58,65.9811,60.3094,6.6,83,86,16.87
225,Tambun,ID,2022-03-10 22:56:58,-6.2641,107.0712,78.69,94,40,3.44
226,Winslow,US,2022-03-10 22:57:59,35.0242,-110.6974,36.18,91,100,17.98
227,Baykit,RU,2022-03-10 22:57:59,61.67,96.37,-24.83,100,74,2.82
228,Tazmalt,DZ,2022-03-10 22:58:00,36.3868,4.3989,51.64,70,44,5.75
229,Seydi,TM,2022-03-10 22:58:00,39.4816,62.9137,57.51,68,60,4.27
230,Flinders,AU,2022-03-10 22:58:00,-34.5833,150.8552,69.06,71,64,5.99
231,Darhan,MN,2022-03-10 22:58:01,49.4867,105.9228,15.93,92,100,4.32
232,Alamosa,US,2022-03-10 22:58:01,37.4695,-105.87,26.58,80,100,5.75
233,Bacolod,PH,2022-03-10 22:58:01,10.6667,122.95,79.75,83,72,5.23
234,Vila Franca Do Campo,PT,2022-03-10 22:58:02,37.7167,-25.4333,57.61,63,100,15.3
235,Harper,LR,2022-03-10 22:58:02,4.375,-7.7169,81.07,86,98,8.79
236,Palu,ID,2022-03-10 22:58:03,-0.8917,119.8707,77.68,90,53,2.86
237,Marsh Harbour,BS,2022-03-10 22:58:03,26.5412,-77.0636,76.86,80,73,13.15
238,Mango,US,2022-03-10 22:58:03,27.9797,-82.3065,74.05,94,40,25.32
239,Weihe,CN,2022-03-10 22:58:04,32.9952,105.3247,53.1,92,38,2.48
240,Snasa,NO,2022-03-10 22:58:04,64.2457,12.3778,23.14,86,100,4.05
241,Stromness,GB,2022-03-10 22:58:04,58.965,-3.296,46.36,87,62,26.53
242,Sabang,ID,2022-03-10 22:58:05,5.8933,95.3214,82.36,72,96,7.74
243,Bairiki,KI,2022-03-10 22:58:05,1.3292,172.9752,77.0,94,75,9.22
244,Madang,PG,2022-03-10 22:58:06,-5.2246,145.7966,81.48,76,63,3.78
245,Esperance,AU,2022-03-10 22:58:06,-33.8667,121.9,60.64,74,88,11.92
246,Sarakhs,IR,2022-03-10 22:58:06,36.5449,61.1577,62.38,57,100,5.01
247,Ostersund,SE,2022-03-10 22:58:07,63.1792,14.6357,34.25,69,100,8.05
248,Sembakung,ID,2022-03-10 22:58:07,3.8167,117.25,74.34,98,73,1.12
249,Bahia Honda,CU,2022-03-10 22:58:07,22.9036,-83.1592,82.54,60,24,12.5
250,Krasnoselkup,RU,2022-03-10 22:58:08,65.7,82.4667,-14.66,100,99,2.55
251,Amapa,BR,2022-03-10 22:58:08,1.0,-52.0,71.94,99,100,1.43
252,Avera,US,2022-03-10 22:58:08,33.194,-82.5271,55.38,84,94,9.91
253,Kiama,AU,2022-03-10 22:55:04,-34.6833,150.8667,71.01,65,48,7.4
254,Ketchikan,US,2022-03-10 22:58:09,55.3422,-131.6461,36.79,98,100,5.1
255,Tombouctou,ML,2022-03-10 22:58:09,20.0,-3.0,72.03,12,1,12.59
256,Umm Kaddadah,SD,2022-03-10 22:58:10,13.6017,26.6876,73.09,25,83,24.58
257,Pangkalanbuun,ID,2022-03-10 22:58:10,-2.6833,111.6167,73.62,98,71,2.48
258,Kandrian,PG,2022-03-10 22:58:10,-6.2167,149.55,82.81,74,68,5.19
259,Te Anau,NZ,2022-03-10 22:58:10,-45.4167,167.7167,63.84,73,85,6.58
260,Qostanay,KZ,2022-03-10 22:58:11,53.1667,63.5833,2.32,95,100,10.13
261,Macau,MO,2022-03-10 22:58:11,22.2006,113.5461,67.86,94,0,2.3
262,Show Low,US,2022-03-10 22:56:14,34.2542,-110.0298,44.89,43,100,19.57
263,Rio Brilhante,BR,2022-03-10 22:58:12,-21.8019,-54.5464,76.26,72,66,5.08
264,Vallenar,CL,2022-03-10 22:58:12,-28.5708,-70.7581,74.91,50,0,5.77
265,Songjianghe,CN,2022-03-10 22:58:12,42.1859,127.479,31.82,84,71,4.68
266,Norman Wells,CA,2022-03-10 22:58:13,65.282,-126.8329,-2.16,60,40,8.05
267,Gorele,TR,2022-03-10 22:58:13,41.0308,39.0031,36.36,98,100,3.2
268,Takoradi,GH,2022-03-10 22:55:49,4.8845,-1.7554,81.72,86,95,8.63
269,Tapes,BR,2022-03-10 22:58:14,-30.6733,-51.3958,73.11,86,77,8.39
270,Kirakira,SB,2022-03-10 22:58:14,-10.4544,161.9205,85.53,68,79,1.14
271,Yamada,JP,2022-03-10 22:58:14,39.4667,141.95,42.66,68,55,6.55
272,Barcelos,PT,2022-03-10 22:58:17,41.5388,-8.6151,57.34,92,96,22.86
273,Gao,ML,2022-03-10 22:59:15,16.6362,1.637,78.1,9,27,11.03
274,Liverpool,GB,2022-03-10 22:54:15,53.4106,-2.9779,54.28,87,75,8.05
275,Port Keats,AU,2022-03-10 22:59:16,-14.25,129.55,84.31,80,76,2.91
276,Tuatapere,NZ,2022-03-10 22:59:16,-46.1333,167.6833,70.92,54,100,7.76
277,Mount Gambier,AU,2022-03-10 22:59:17,-37.8333,140.7667,53.51,87,50,1.14
278,Ixtapa,MX,2022-03-10 22:59:17,20.7,-105.2,74.23,69,13,5.01
279,Labuhan,ID,2022-03-10 22:59:17,-6.8844,112.2051,77.22,86,94,4.21
280,Tiksi,RU,2022-03-10 22:59:18,71.6872,128.8694,-17.55,99,100,2.75
281,San Agustin,MX,2022-03-10 22:59:18,20.5333,-103.4667,79.52,9,24,14.12
282,Batticaloa,LK,2022-03-10 22:59:19,7.7102,81.6924,78.08,79,87,5.17
283,Katsuura,JP,2022-03-10 22:59:19,35.1333,140.3,56.17,59,70,9.06
284,Weatherford,US,2022-03-10 22:54:40,32.7593,-97.7972,69.3,38,3,3.0
285,Cayenne,GF,2022-03-10 22:59:19,4.9333,-52.3333,81.09,56,75,3.0
286,Corinto,GR,2022-03-10 22:59:20,37.9407,22.9573,40.41,58,73,5.99
287,Alexandria,EG,2022-03-10 22:55:25,31.2156,29.9553,53.56,71,40,21.85
288,Leh,IN,2022-03-10 22:59:20,34.1667,77.5833,3.65,68,43,3.09
289,Tual,ID,2022-03-10 22:59:21,-5.6667,132.75,83.68,68,92,2.57
290,Shubarkuduk,KZ,2022-03-10 22:59:21,49.1447,56.4872,19.49,92,100,18.86
291,Farah,AF,2022-03-10 22:59:22,32.5,62.5,68.56,33,82,6.08
292,Wattegama,LK,2022-03-10 22:59:22,6.7989,81.4808,70.18,91,13,3.4
293,Naldurg,IN,2022-03-10 22:59:22,17.8167,76.3,77.38,32,81,9.95
294,Severo-Kurilsk,RU,2022-03-10 22:59:23,50.6789,156.125,30.4,93,100,17.85
295,Prince George,CA,2022-03-10 22:58:31,53.9166,-122.753,36.25,36,100,10.36
